0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,angle,yarnwidth,yarnheight,space,epoxy_e,epoxy_v,yield_strength_1,plastic_strain_1,yield_strength_2,plastic_strain_2,fibre_density (kg/m^3),fibre_lineardensity (kg/m),fibre_e1,fibre_e2,fibre_e3,fibre_g12,fibre_g23,fibre_g13,fibre_v1,fibre_v2,fibre_v3,S_0,E_0,S_1,E_1,S_2,E_2,S_3,E_3,S_4,E_4,S_5,E_5,S_6,E_6,S_7,E_7,S_8,E_8,S_9,E_9,S_10,E_10,S_11,E_11,S_12,E_12,S_13,E_13,S_14,E_14,S_15,E_15,S_16,E_16,S_17,E_17,S_18,E_18,S_19,E_19,S_20,E_20
1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0.84031144,0.200489427,1.621299122,15200,0.4,2,0,200,0.4,2550,0.000337413,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,803688.79,2.47E-05,1607377.57,4.93E-05,2397604.66,7.40E-05,3003408.2,9.87E-05,3409347.09,0.0001234,3762389.82,0.000148,4093488.19,0.0001727,4412822.91,0.0001974,4724911,0.000222,5032272.87,0.0002467,5336231.11,0.0002714,5637582.78,0.0002961,5936865.43,0.0003207,6234459.4,0.0003454,6530640.46,0.0003701,6825643.53,0.0003947,7119634.74,0.0004194,7412772.39,0.0004441,7705176.17,0.0004688,7996939.49,0.0004934
0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0.861874323,0.248062257,1.455787531,15200,0.4,2,0,200,0.4,2550,0.000428188,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,868621.36,2.47E-05,1737218.67,4.95E-05,2589144.27,7.42E-05,3230160.92,9.89E-05,3726280,0.0001236,4161656.22,0.0001484,4572607.57,0.0001731,4972804.42,0.0001978,5367097.52,0.0002226,5757500.26,0.0002473,6145111.22,0.000272,6530611.61,0.0002967,6914432.91,0.0003215,7296916.98,0.0003462,7678261.18,0.0003709,8058638.71,0.0003957,8438183.99,0.0004204,8816999.23,0.0004451,9195169.01,0.0004698,9572756.78,0.0004946
1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0.491124015,0.13494355,0.838552816,15200,0.4,2,0,200,0.4,2550,0.000132731,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,838005.19,2.39E-05,1676010.39,4.77E-05,2503644.4,7.16E-05,3122284.44,9.54E-05,3584985.73,0.0001193,3988597.25,0.0001431,4368714.5,0.000167,4736243.07,0.0001908,5096508.62,0.0002147,5452175.97,0.0002385,5804613.31,0.0002624,6154710.37,0.0002862,6502981.34,0.0003101,6849762.02,0.0003339,7195306.29,0.0003578,7539807.76,0.0003816,7883415.86,0.0004055,8226244.68,0.0004293,8568400.26,0.0004532,8909965.35,0.000477
1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.79487437,0.196374293,1.260657518,15200,0.4,2,0,200,0.4,2550,0.000312617,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,894421.02,2.46E-05,1788842.03,4.92E-05,2669397.58,7.38E-05,3329618.61,9.84E-05,3840767.33,0.000123,4301835.4,0.0001475,4740281.67,0.0001721,5167243.16,0.0001967,5587699.72,0.0002213,6004146.25,0.0002459,6417888.94,0.0002705,6829617.43,0.0002951,7239774.96,0.0003197,7648658.97,0.0003443,8056494.21,0.0003689,8463424.61,0.0003934,8869598.55,0.000418,9275125.44,0.0004426,9680105.18,0.0004672,10084595.05,0.0004918
1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0.734828666,0.218757738,1.410177867,15200,0.4,2,0,200,0.4,2550,0.000321943,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,810005.71,2.48E-05,1620011.42,4.96E-05,2414933.7,7.45E-05,3019762.91,9.93E-05,3451163.21,0.0001241,3822400.41,0.0001489,4167149.39,0.0001737,4498160.96,0.0001986,4821740.36,0.0002234,5140521.56,0.0002482,5455840.41,0.000273,5768529.42,0.0002978,6079147.33,0.0003227,6388074.87,0.0003475,6695575.51,0.0003723,7001849.64,0.0003971,7307063.46,0.0004219,7611340.75,0.0004468,7914801.73,0.0004716,8217534.24,0.0004964
0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0.385813679,0.280828354,0.763945431,15200,0.4,2,0,200,0.4,2550,0.000216994,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,763981.1,2.49E-05,1527893.23,4.97E-05,2272283.07,7.46E-05,2860664.13,9.95E-05,3253199.12,0.0001244,3566440.25,0.0001492,3850623.31,0.0001741,4122287.68,0.000199,4386667.46,0.0002238,4646175.02,0.0002487,4902122.28,0.0002736,5155302.49,0.0002985,5406324.99,0.0003233,5655613.95,0.0003482,5903447.77,0.0003731,6150067.99,0.0003979,6395663.17,0.0004228,6640374.84,0.0004477,6884327.16,0.0004725,7127621.83,0.0004974
1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0.445135747,0.37417468,0.706085347,15200,0.4,2,0,200,0.4,2550,0.000333578,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,895181.73,2.41E-05,1790363.47,4.82E-05,2651841.53,7.22E-05,3339640.8,9.63E-05,3870869.06,0.0001204,4332570.55,0.0001445,4767449.62,0.0001685,5187626.97,0.0001926,5598489.38,0.0002167,6002850.83,0.0002408,6402422.85,0.0002648,6798249.75,0.0002889,7191091.31,0.000313,7581514.58,0.0003371,7969939.35,0.0003611,8356704.22,0.0003852,8742060.37,0.0004093,9126222.52,0.0004334,9509357.9,0.0004575,9891617.21,0.0004815
1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0.756609442,0.269180344,1.401851016,15200,0.4,2,0,200,0.4,2550,0.000407892,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,839865.04,2.50E-05,1679730.07,4.99E-05,2503742.85,7.49E-05,3145721.08,9.99E-05,3612297.85,0.0001248,4018649.51,0.0001498,4399708.1,0.0001748,4768827.23,0.0001997,5131372.79,0.0002247,5489874.37,0.0002497,5845643.99,0.0002746,6199408.24,0.0002996,6551617.14,0.0003246,6902563.18,0.0003495,7252463.65,0.0003745,7601478.52,0.0003995,7949733.07,0.0004244,8297333.3,0.0004494,8644360.15,0.0004744,8990881.08,0.0004993
0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.985483749,0.308947111,1.869497716,15200,0.4,2,0,200,0.4,2550,0.000609767,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,808446.79,2.46E-05,1616893.57,4.92E-05,2408668.33,7.38E-05,2966772.77,9.84E-05,3347734.84,0.000123,3680817.82,0.0001476,3991867.01,0.0001722,4290803.82,0.0001968,4582387.33,0.0002214,4869012.82,0.0002461,5152077.97,0.0002707,5432416.06,0.0002953,5710609.44,0.0003199,5987097.89,0.0003445,6262196.83,0.0003691,6536092.63,0.0003937,6808980.45,0.0004183,7080993.14,0.0004429,7352239.62,0.0004675,7622828.18,0.0004921
0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.617671615,0.133734441,1.07896434,15200,0.4,2,0,200,0.4,2550,0.000165436,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,846568.96,2.41E-05,1693135.72,4.82E-05,2530114.84,7.23E-05,3179193.39,9.64E-05,3664005.48,0.0001205,4092234.43,0.0001446,4495443.22,0.0001687,4885806.43,0.0001928,5268830.49,0.0002169,5647202.45,0.000241,6022291.36,0.0002651,6394989.31,0.0002892,6765860.83,0.0003133,7135311.64,0.0003374,7503583.05,0.0003615,7870872.24,0.0003856,8237337.37,0.0004097,8603098.13,0.0004337,8968249.02,0.0004578,9332868.8,0.0004819
1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.985745556,0.374361871,1.71959737,15200,0.4,2,0,200,0.4,2550,0.000739072,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,840265.18,2.44E-05,1680530.36,4.88E-05,2481882.11,7.33E-05,3025361.94,9.77E-05,3422389.25,0.0001221,3771418.4,0.0001465,4097769.13,0.000171,4410345.78,0.0001954,4714736.33,0.0002198,5013894.21,0.0002442,5309395.4,0.0002687,5602123.63,0.0002931,5892678.25,0.0003175,6181484.03,0.0003419,6468829.62,0.0003664,6754970.9,0.0003908,7040084.69,0.0004152,7324322.92,0.0004396,7607798.02,0.0004641,7890615.61,0.0004885
1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0.489235456,0.143474994,0.734740669,15200,0.4,2,0,200,0.4,2550,0.00014058,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,899249.78,2.45E-05,1798499.56,4.90E-05,2676170.2,7.35E-05,3335398.66,9.80E-05,3853369.47,0.0001225,4316692.41,0.000147,4755907.12,0.0001715,5183770.77,0.000196,5605469.71,0.0002205,6023169.36,0.000245,6438056.8,0.0002695,6850854.69,0.000294,7261970.51,0.0003185,7671672.03,0.000343,8080206.75,0.0003675,8487753.19,0.000392,8894457.08,0.0004165,9300447.78,0.000441,9705819.3,0.0004655,10110653.56,0.00049
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0.738541872,0.271449416,1.468330946,15200,0.4,2,0,200,0.4,2550,0.000401508,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,743497.92,2.45E-05,1486992.09,4.90E-05,2225833.97,7.36E-05,2839956.02,9.81E-05,3241928.04,0.0001226,3569801.82,0.0001471,3867827.42,0.0001716,4152750.07,0.0001961,4430640.44,0.0002207,4704013.38,0.0002452,4974204.56,0.0002697,5241988.08,0.0002942,5507859.81,0.0003187,5772166.43,0.0003432,6035174.33,0.0003678,6297076.49,0.0003923,6558034.84,0.0004168,6818141.98,0.0004413,7077525.18,0.0004658,7336271.11,0.0004904
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0.544781876,0.366281502,1.059950746,15200,0.4,2,0,200,0.4,2550,0.000399639,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,781129.03,2.45E-05,1562179.49,4.91E-05,2324044.39,7.36E-05,2924655.87,9.81E-05,3341556.66,0.0001226,3686573.45,0.0001472,4001749.31,0.0001717,4304387.95,0.0001962,4600302.08,0.0002208,4892001.39,0.0002453,5180771.39,0.0002698,5467290.69,0.0002944,5752017.28,0.0003189,6035241.99,0.0003434,6317217.7,0.0003679,6598136.44,0.0003925,6878130.25,0.000417,7157319.98,0.0004415,7435805.82,0.0004661,7713680.52,0.0004906
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,15,0.809971154,0.215980002,1.580134325,15200,0.4,2,0,200,0.4,2550,0.000350359,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,800814.37,2.46E-05,1601627.63,4.93E-05,2395588.29,7.39E-05,3012891.25,9.85E-05,3447947.08,0.0001232,3825253.3,0.0001478,4180110.57,0.0001724,4523984.79,0.0001971,4861274.32,0.0002217,5194235.28,0.0002463,5524077.22,0.000271,5851583.88,0.0002956,6177275.95,0.0003202,6501507.5,0.0003449,6824540.54,0.0003695,7146579.13,0.0003941,7467768.88,0.0004188,7788239.96,0.0004434,8108086.14,0.0004681,8427397.86,0.0004927
0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,15,0.962165957,0.218447374,1.916129292,15200,0.4,2,0,200,0.4,2550,0.000420946,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,799970.62,2.49E-05,1599932.02,4.97E-05,2396785.61,7.46E-05,3038752.16,9.95E-05,3490792.32,0.0001244,3883782.86,0.0001492,4254250.41,0.0001741,4613843.33,0.000199,4967242.09,0.0002239,5316588.6,0.0002487,5663055.68,0.0002736,6007328.68,0.0002985,6349863.59,0.0003234,6690969.8,0.0003482,7030872.17,0.0003731,7369775.3,0.000398,7707834.8,0.0004229,8045171.63,0.0004477,8381896.87,0.0004726,8718097.76,0.0004975
0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,15,0.826357027,0.193229511,1.855465818,15200,0.4,2,0,200,0.4,2550,0.000319795,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,732211.84,2.48E-05,1464423.68,4.97E-05,2195181.9,7.45E-05,2792684.6,9.93E-05,3169921.71,0.0001242,3481155.94,0.000149,3770463.68,0.0001738,4048998.23,0.0001987,4321211.14,0.0002235,4589208.49,0.0002483,4854143.99,0.0002732,5116646.06,0.000298,5377162.55,0.0003228,5636078.81,0.0003476,5893665.22,0.0003725,6150119.71,0.0003973,6405619.21,0.0004221,6660285,0.000447,6914219.97,0.0004718,7167520.73,0.0004966
1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,15,0.317380078,0.125993471,0.658916648,15200,0.4,2,0,200,0.4,2550,8.01E-05,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,720316.51,2.41E-05,1440633.02,4.82E-05,2159309.75,7.23E-05,2777654.78,9.64E-05,3195092.4,0.0001206,3531027.54,0.0001447,3836325.61,0.0001688,4128967.98,0.0001929,4415093.18,0.000217,4697195.56,0.0002411,4976523.57,0.0002652,5253774.42,0.0002893,5529411.49,0.0003135,5803721.61,0.0003376,6076929.8,0.0003617,6349194.22,0.0003858,6620642.95,0.0004099,6891391.09,0.000434,7161522.51,0.0004581,7431113.73,0.0004822
1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,15,0.857195432,0.190870997,1.655248328,15200,0.4,2,0,200,0.4,2550,0.00032768,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,821308.14,2.50E-05,1642616.28,4.99E-05,2460253.62,7.49E-05,3102364.25,9.98E-05,3563603.04,0.0001248,3969678.56,0.0001497,4353417.76,0.0001747,4726059.54,0.0001996,5092340.99,0.0002246,5454399.22,0.0002496,5813491.62,0.0002745,6170362.34,0.0002995,6525478.46,0.0003244,6879142.65,0.0003494,7231565.22,0.0003743,7582936.83,0.0003993,7933437.4,0.0004243,8283205.74,0.0004492,8632337.78,0.0004742,8980915.15,0.0004991
0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,15,0.452358729,0.297015376,0.966485418,15200,0.4,2,0,200,0.4,2550,0.000269087,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,727906.12,2.47E-05,1455812.24,4.93E-05,2176405.43,7.40E-05,2772033.18,9.86E-05,3182102.07,0.0001233,3506216.68,0.0001479,3797036.71,0.0001726,4076127.85,0.0001973,4349341.11,0.0002219,4618778.71,0.0002466,4885505.24,0.0002712,5150148.21,0.0002959,5413131.23,0.0003206,5674771.32,0.0003452,5935289.48,0.0003699,6194846.35,0.0003945,6453587.5,0.0004192,6711623.09,0.0004438,6969041.65,0.0004685,7225913.34,0.0004932
1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,15,0.928485437,0.191818819,1.895603459,15200,0.4,2,0,200,0.4,2550,0.000356694,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,774189.63,2.47E-05,1548378.49,4.95E-05,2320764.3,7.42E-05,2993145.32,9.89E-05,3448930.34,0.0001236,3839470.13,0.0001484,4207057.15,0.0001731,4564725.84,0.0001978,4917022.92,0.0002225,5265869.2,0.0002473,5612233.77,0.000272,5956707.28,0.0002967,6299666.09,0.0003214,6641405.26,0.0003462,6982143.26,0.0003709,7322027.1,0.0003956,7661184.12,0.0004203,7999717.88,0.0004451,8337714.29,0.0004698,8675228.74,0.0004945
0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,15,0.962068579,0.112529892,2.060483461,15200,0.4,2,0,200,0.4,2550,0.000216822,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,754892.86,2.47E-05,1509785.73,4.93E-05,2264389.08,7.40E-05,2961538.16,9.87E-05,3429207.66,0.0001234,3819553.56,0.000148,4191833.35,0.0001727,4555901.25,0.0001974,4914793.03,0.0002221,5270140.42,0.0002467,5622868.1,0.0002714,5973507.79,0.0002961,6322478.4,0.0003208,6670111.94,0.0003454,7016649.13,0.0003701,7362261.67,0.0003948,7707094.05,0.0004195,8051267.25,0.0004441,8394873.79,0.0004688,8737985.94,0.0004935
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,15,0.9796132,0.346374996,2.056504572,15200,0.4,2,0,200,0.4,2550,0.000679565,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,737766.4,2.47E-05,1475532.79,4.94E-05,2212046.31,7.42E-05,2833869.75,9.89E-05,3254583.61,0.0001236,3597815.22,0.0001483,3913083.19,0.0001731,4217203.98,0.0001978,4515570.43,0.0002225,4810352.04,0.0002472,5102603.17,0.0002719,5392935.31,0.0002967,5681732.15,0.0003214,5969294.93,0.0003461,6255822.91,0.0003708,6541486.25,0.0003956,6826397.54,0.0004203,7110657.18,0.000445,7394350.26,0.0004697,7677541.27,0.0004944
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,15,0.418805735,0.228738152,0.905218937,15200,0.4,2,0,200,0.4,2550,0.000191859,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,718629.82,2.46E-05,1437144.18,4.91E-05,2151822.4,7.37E-05,2735881.23,9.83E-05,3119390.52,0.0001229,3428025.07,0.0001474,3705582.5,0.000172,3969668.52,0.0001966,4226987.11,0.0002211,4480215.76,0.0002457,4730572.63,0.0002703,4978764.07,0.0002949,5225235.53,0.0003194,5470301.1,0.000344,5714189.87,0.0003686,5957094.11,0.0003932,6199151.99,0.0004177,6440475.33,0.0004423,6681155.5,0.0004669,6921265.68,0.0004914
1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,15,0.279745861,0.162173902,0.514142263,15200,0.4,2,0,200,0.4,2550,9.09E-05,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,827713.34,2.47E-05,1655426.68,4.94E-05,2464299.81,7.42E-05,3104486.19,9.89E-05,3579406.83,0.0001236,3984715.64,0.0001483,4362378.38,0.0001731,4728362.16,0.0001978,5087719.85,0.0002225,5442726.19,0.0002472,5794572.01,0.0002719,6144032.77,0.0002967,6491589.32,0.0003214,6837585.92,0.0003461,7182295.74,0.0003708,7525925.91,0.0003955,7868630.5,0.0004203,8210537.62,0.000445,8551749.42,0.0004697,8892348.88,0.0004944
1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,15,0.78971501,0.267558189,1.399016773,15200,0.4,2,0,200,0.4,2550,0.000423174,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,855993.03,2.50E-05,1711986.07,5.00E-05,2556059.48,7.50E-05,3224251.27,9.99E-05,3726150.24,0.0001249,4168033.37,0.0001499,4588560.28,0.0001749,4999112.84,0.0001999,5404039.33,0.0002249,5805259.7,0.0002498,6203849.58,0.0002748,6600512.97,0.0002998,6995680.34,0.0003248,7389644.85,0.0003498,7782624.75,0.0003748,8174784.47,0.0003997,8566246.72,0.0004247,8957101.51,0.0004497,9347432.31,0.0004747,9737310.53,0.0004997
1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,15,0.301304392,0.296284447,0.639117711,15200,0.4,2,0,200,0.4,2550,0.00017879,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,743868.46,2.49E-05,1487736.92,4.97E-05,2222398.82,7.46E-05,2829113.48,9.94E-05,3256059.55,0.0001243,3588881.87,0.0001492,3891300.45,0.000174,4182128.27,0.0001989,4466710.27,0.0002237,4747186.39,0.0002486,5024664.49,0.0002735,5299847.34,0.0002983,5573188.24,0.0003232,5845021.67,0.000348,6115611.06,0.0003729,6385141.79,0.0003977,6653762.48,0.0004226,6921594.9,0.0004475,7188741.43,0.0004723,7455284.08,0.0004972
1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,15,0.578074387,0.106144756,1.150871347,15200,0.4,2,0,200,0.4,2550,0.000122889,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,805198.61,2.48E-05,1610397.22,4.97E-05,2414248.1,7.45E-05,3083218.45,9.94E-05,3553890.62,0.0001242,3963765.5,0.0001491,4352168.23,0.0001739,4730059.47,0.0001988,5101863.48,0.0002236,5469522.52,0.0002485,5834079,0.0002733,6196239.41,0.0002982,6556488.75,0.000323,6915188.35,0.0003479,7272591.3,0.0003727,7628910.25,0.0003976,7984314.68,0.0004224,8338923.25,0.0004473,8692844.58,0.0004721,9046161.9,0.000497
0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,15,0.515772672,0.39694005,1.109221462,15200,0.4,2,0,200,0.4,2550,0.000410028,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,719013.14,2.43E-05,1438026.28,4.87E-05,2149458.22,7.30E-05,2746880.59,9.74E-05,3151054.81,0.0001217,3466343.8,0.0001461,3749395.91,0.0001704,4019672.62,0.0001948,4283340.83,0.0002191,4542955.79,0.0002435,4799661.94,0.0002678,5054147.15,0.0002922,5306875.29,0.0003165,5558160.56,0.0003409,5808253.93,0.0003652,6057345.63,0.0003896,6305580.6,0.0004139,6553074.26,0.0004383,6799917.67,0.0004626,7046189.92,0.000487
1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,15,0.492271021,0.344689733,1.104858199,15200,0.4,2,0,200,0.4,2550,0.000339831,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,708045.47,2.44E-05,1416090.94,4.89E-05,2118823.51,7.33E-05,2709315.06,9.78E-05,3103252.72,0.0001222,3411721.78,0.0001467,3685005.44,0.0001711,3945555.38,0.0001956,4199844.73,0.00022,4450179.47,0.0002445,4697746.83,0.0002689,4943221.96,0.0002934,5187029.95,0.0003178,5429461.42,0.0003422,5670739.76,0.0003667,5911037.49,0.0003911,6150492.99,0.0004156,6389209.07,0.00044,6627269.76,0.0004645,6864747.21,0.0004889
1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,15,0.562487288,0.167295536,1.079637485,15200,0.4,2,0,200,0.4,2550,0.000188463,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,797875.09,2.43E-05,1595750.18,4.86E-05,2389014.73,7.28E-05,3031196.3,9.71E-05,3491677.89,0.0001214,3886302.27,0.0001457,4255027.6,0.00017,4611192.92,0.0001943,4960435.74,0.0002185,5305192.62,0.0002428,5646766.25,0.0002671,5985933.55,0.0002914,6323217.68,0.0003157,6658968.81,0.0003399,6993444.86,0.0003642,7326855.31,0.0003885,7659371.6,0.0004128,7991129.2,0.0004371,8322228.16,0.0004613,8652748.72,0.0004856
1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,15,0.778311023,0.120535459,1.52350735,15200,0.4,2,0,200,0.4,2550,0.000187888,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,809616.26,2.45E-05,1619232.52,4.90E-05,2427524.25,7.35E-05,3130033.18,9.80E-05,3627335,0.0001225,4064174.39,0.000147,4479824.44,0.0001715,4885180.67,0.0001961,5284443.63,0.0002206,5679635.19,0.0002451,6071884.93,0.0002696,6461898.57,0.0002941,6850121.49,0.0003186,7236880.17,0.0003431,7622415.98,0.0003676,8006917.55,0.0003921,8390535.54,0.0004166,8773400.65,0.0004411,9155613.33,0.0004656,9537258.15,0.0004901
0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,15,0.995714348,0.230250249,1.90389276,15200,0.4,2,0,200,0.4,2550,0.000459161,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,819607.99,2.46E-05,1639214.79,4.92E-05,2455867.29,7.39E-05,3126421.77,9.85E-05,3604707.91,0.0001231,4027067.7,0.0001477,4427623.58,0.0001723,4817700.66,0.0001969,5202002.04,0.0002216,5582438.92,0.0002462,5960006.2,0.0002708,6335443.28,0.0002954,6709205.32,0.00032,7081629.39,0.0003446,7452962.37,0.0003693,7823396.65,0.0003939,8193067.48,0.0004185,8562074.47,0.0004431,8930515.52,0.0004677,9298457.63,0.0004924
1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,15,0.90730058,0.157449484,1.888811331,15200,0.4,2,0,200,0.4,2550,0.000286103,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,755601.56,2.48E-05,1511203.12,4.96E-05,2265742.37,7.44E-05,2911813.91,9.93E-05,3332418.6,0.0001241,3690041.79,0.0001489,4026843.1,0.0001737,4353708.16,0.0001985,4674734.98,0.0002233,4991749.89,0.0002481,5305770.67,0.000273,5617486.9,0.0002978,5927418.88,0.0003226,6235875.47,0.0003474,6543113.01,0.0003722,6849322.65,0.000397,7154640.48,0.0004218,7459191.19,0.0004467,7763066.54,0.0004715,8066346.3,0.0004963
1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,15,0.256654959,0.251388011,0.467436393,15200,0.4,2,0,200,0.4,2550,0.000129218,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,835203.77,2.38E-05,1670407.54,4.76E-05,2493478.62,7.14E-05,3192577.33,9.52E-05,3719733.26,0.000119,4167694.1,0.0001428,4589153.66,0.0001665,4998357.33,0.0001903,5400385.45,0.0002141,5797666.42,0.0002379,6191530.22,0.0002617,6582782.17,0.0002855,6971985.74,0.0003093,7359527.77,0.0003331,7745695.4,0.0003569,8130706.48,0.0003807,8514745.23,0.0004045,8897952.6,0.0004283,9280441.55,0.0004521,9662306.56,0.0004759
0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,15,0.97135131,0.314067779,1.741635161,15200,0.4,2,0,200,0.4,2550,0.000610984,72000,72000,72000,30000,30000,30000,0.2,0.2,0.2,0,0,840081.44,2.46E-05,1680162.88,4.93E-05,2511569.08,7.39E-05,3178393.04,9.85E-05,3679734.37,0.0001232,4117260.59,0.0001478,4530057.49,0.0001724,4931908.2,0.000197,5327677.23,0.0002217,5719583.15,0.0002463,6108657.28,0.0002709,6495609.2,0.0002956,6880906.59,0.0003202,7264866.72,0.0003448,7647738.04,0.0003695,8029703.63,0.0003941,8410894.26,0.0004187,8791415.23,0.0004433,9171363.58,0.000468,9550820.52,0.0004926
